,FMID,MarketName,Facebook,Twitter,Youtube,Website,has_social_media,city,State,street,County,x,y,Credit,WIC,WICcash,SFMNP,Organic,Flowers,Vegetables,Meat,Nursery,Wine,Coffee,Fruits,PetFood,WildHarvested,updateTime,Location,AddressNumber,PlaceName,StateName,StreetName,StreetNamePreDirectional,StreetNamePostDirectional,ZipCode,StreetNamePrefix,StreetNameSuffix,USPSBox,OccupancySuite
580,1009978,Bexley Farmers Market,https://www.facebook.com/bexleyfarmersmarket,https://twitter.com/BexleyMarket,,http://www.bexleyfarmersmarket.com,True,Bexley,Ohio,2111 main east street,Franklin,-82.942547,39.957118,1,1,1,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4/19/2014 6:14:56 PM,Private business parking lot,2111,,,main,east,,,,street,,
581,1005378,BFROyate Teca Farmers Market,,,,,False,Kyle,South Dakota,100 youth center drive,Shannon,-102.179396,43.428739,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5/23/2014 1:24:14 PM,Other,100,,,youth center,,,,,drive,,
582,1004627,Bibb County Farmers Market,,,,,False,Centreville,Alabama,155 birmingham highway,Bibb,-87.1386,32.9446,0,0,0,0,,,,,,,,,,,2009,,155,,,birmingham,,,,,highway,,
583,1005949,Big Bear Farmers Market,https://www.facebook.com/BigBearFarmersMarket,,,http://www.highdesertfarmersmarket.com,True,City of Big Bear Lake,California,42900 big bear blvd,San Bernardino,-116.866864,34.26122,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3/24/2014 6:23:03 PM,Private business parking lot,42900,,,big bear,,,,,blvd,,
584,1002540,Big Flats Community Market,,,,,False,,New York,476 maple street,Chemung,-73.945,40.6612,0,0,0,0,,,,,,,,,,,6/25/2013 9:15:45 PM,,476,,,maple,,,,,street,,
585,1011915,Big Horn Basin Farmers Market Cody,https://www.facebook.com/BigHornBasinFarmerMarket/,,,http://basinmarket.com,True,Cody,Wyoming,720 sheridan ave,Park,-109.0742033,44.5242379,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/3/2016 3:46:03 PM,,720,,,sheridan,,,,,ave,,
586,1011917,Big Horn Basin Farmers Market Powell,https://www.facebook.com/BigHornBasinFarmerMarket/,,,http://basinmarket.com,True,Powell,Wyoming,351 2nd west street,Park,-108.7626956,44.7542031,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5/3/2016 3:39:55 PM,,351,,,2nd,west,,,,street,,
587,1005765,Big Ivy Tailgate Market,,,,,False,Barnardsville,North Carolina,540 dillingham rd,Buncombe,-82.4319,35.7599,0,0,0,0,,,,,,,,,,,2009,,540,,,dillingham,,,,,rd,,
588,1007345,Big Rapids Farmers Market,,,,,False,Big Rapids,Michigan,310 fourth north ave,Mecosta,-85.4752,43.7046,0,0,0,0,,,,,,,,,,,2009,,310,,,fourth,north,,,,ave,,
589,1000700,Big Red Barn Farmers Market,https://www.facebook.com/BRBFarmersMarket,,,http://www.bigredbarnfarmersmarket.blogspot.com,True,Davenport,Washington,605 morgan street,Lincoln,-118.150018,47.653904,1,1,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/10/2013 7:14:07 PM,Local government building grounds,605,,,morgan,,,,,street,,
590,1005730,Big Sky Farmers Market,,,,http://www.bigskytowncenter.com,True,Big Sky,Montana,lone peak drive,Gallatin,-111.3103,45.2598,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5/19/2012 1:49:57 PM,Other,,,,lone peak,,,,,drive,,
591,1006345,Big Stone Gap Farmers Market,https://www.facebook.com/bsgfarmersmarket,,,http://www.appfma.org/markets/big-stone-gap,True,Big Stone Gap,Virginia,460 shawnee avenue,Wise,-82.7752448,36.8681813,1,0,0,1,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6/13/2013 8:23:32 AM,Local government building grounds,460,,,shawnee,,,,,avenue,,
592,1001879,Big Timber Farmers Market,,,,,False,Big Timber,Montana,anderson st 2nd ave,Sweet Grass,-109.956,45.8351,0,0,0,0,,,,,,,,,,,2009,,,,,anderson st 2nd,,,,,ave,,
593,1008121,Bigfork Farmers Market Cooperative,https://www.facebook.com/BigforkFarmersMarket,,,http://www.bigforkfarmersmarket.com,True,Bigfork,Montana,8098 35 mt hwy,Flathead,-114.079439,48.0736,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3/31/2014 11:18:57 PM,Private business parking lot,8098,,,35,,,,mt hwy,,,
594,1009854,Bigfork Farmers Market Cooperative,,,,http://www.bigforkfarmersmarket.com,True,Bigfork,Montana,8098 35 hwy,Flathead,-114.08025,48.073931,1,1,1,0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/28/2016 9:36:22 PM,,8098,,,35,,,,hwy,,,
595,1008122,Billerica Farmers Market,https://www.facebook.com/groups/107405076015086/,,,http://www.billericafarmersmarket.org,True,Billerica,Massachusetts,25 concord road,Middlesex,-71.270134,42.557513,1,1,0,1,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7/7/2016 4:29:13 PM,,25,,,concord,,,,,road,,
596,1006523,Binford Farmers Market,https://www.facebook.com/pages/Binford-Farmers-Market/111165068392?ref=nf,,,http://www.BinfordFarmersMarket.com,True,Indianapolis,Indiana,5060 62nd east street,Marion,-86.084146,39.869366,1,0,0,0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4/30/2012 12:16:14 PM,Private business parking lot,5060,,,62nd,east,,,,street,,
597,1000443,BirdinHand Farmers Market,https://www.facebook.com/pages/Bird-in-hand-Farmers-Market/181812508520469,,,http://www.BirdInHandFarmersMarket.com,True,Bird-in-Hand,Pennsylvania,2710 old philadelphia pike,Lancaster,-76.0308,40.1067,0,0,0,0,,,,,,,,,,,2009,,2710,,,old philadelphia,,,,,pike,,
598,1010217,Birmingham Farmers Market,https://www.facebook.com/BIRMINGHAMFARMERSMARKET,https://twitter.com/BhamFarmMkt,,http://www.birminghamfarmersmarket.org,True,Birmingham,Michigan,660 old woodward north avenue,Oakland,-83.217619,42.55157,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6/29/2016 10:32:50 AM,,660,,,old woodward,north,,,,avenue,,
599,1005217,Bisbee Farmers Market,https://www.facebook.com/pages/Bisbee-Farmers-Market/177022835686159,,,http://www.bisbeefarmersmarket.org,True,Bisbee,Arizona,,Cochise,-109.878248,31.407193,1,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5/12/2014 3:09:09 PM,Local government building grounds,,,,,,,,,,,
600,1011692,Biscuits and Jam Farmers Market,,,,,False,New Albany,Mississippi,bankhead st,Union,-89.010823,34.494815,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9/17/2015 10:42:14 PM,,,,,bankhead,,,,,st,,
601,1011854,Bishop Farmers Market  Eastern Sierra Certified Farmers Market,Bishop Farmers' Market,,,,True,Bishop,California,200 church street,Inyo,-118.39743,37.362109,1,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4/1/2016 2:09:05 PM,,200,,,church,,,,,street,,
602,1003485,Bishop Market,,,,,False,Bishop,California,377 line west st,Inyo,-118.398,37.3615,0,0,0,0,,,,,,,,,,,2011,,377,,,line,west,,,,st,,
603,1011037,BisMarket,www.facebook.com/bismarketnd,,,http://www.bismarket.com,True,Bismarck,North Dakota,,Burleigh,-100.808648,46.802512,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4/15/2015 1:01:47 PM,,,,,,,,,,,,
604,1003953,Bitner Vineyards Farmers Market,,,,http://www.bitnervineyards.com,True,Caldwell,Idaho,16645 plum rd,Canyon,-116.815,43.6107,0,0,0,0,,,,,,,,,,,5/12/2014 7:11:19 PM,Closed-off public street,16645,,,plum,,,,,rd,,
605,1003954,Bitterroot Valley Growers Market,,,,,False,Florence,Montana,281 rodeo drive,Ravalli,-114.076216,46.631315,0,0,0,1,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6/5/2012 8:29:01 PM,Private business parking lot,281,,,rodeo,,,,,drive,,
606,1009738,Bixlers Farmers Market Ripleys farmers Market,,,,,False,Russellville,Ohio,7389 clifton ave,Brown,-83.799939,38.852215,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4/4/2014 1:18:44 AM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",7389,,,clifton,,,,,ave,,
607,1001781,Black EagleFarmers Market,,,,,False,Black Eagle,Montana,2101 montana ave,Cascade,-111.2743,47.52653,0,0,0,0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5/1/2012 4:37:31 PM,Other,2101,,,montana,,,,,ave,,
608,1003939,Black Forest Farmers Market,,,,,False,Black Forest,Colorado,11480 forest rd,,-104.701,38.9977,0,0,0,0,,,,,,,,,,,2011,,11480,,,forest,,,,,rd,,
609,1000730,Black Hills Farmers Market Inc,https://www.facebook/BlackHillsFarmersMarket,,,http://www.BlackHillsFarmersMarket.org,True,Rapid City,South Dakota,1520 omaha west street,Pennington,-103.244279,44.084724,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/19/2015 11:32:49 PM,,1520,,,omaha,west,,,,street,,
610,1003085,Black Mountain Tailgate Market,https://www.facebook.com/BMTMarket,,,http://www.blackmountaintailgatemarket.org,True,Black Mountain,North Carolina,130 montreat road,Buncombe,-82.3217446,35.6208614,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/17/2013 11:30:06 AM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",130,,,montreat,,,,,road,,
611,1010440,Black River Falls Community Farmers Market,blackriverfallscommunityfarmersmarket,,,http://www.scholzeace.com/farmersmarket,True,Black River Falls,Wisconsin,133 a county road,Jackson,-90.846481,44.305681,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8/6/2014 8:40:32 AM,Private business parking lot,133,,,a,,,,county road,,,
612,1010442,Black River Falls Downtown Farmers Market,,,,,False,Black River Falls,Wisconsin,3 street between main and filmore,Jackson,-90.850406,44.294552,0,1,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8/6/2014 9:01:35 AM,Closed-off public street,3,,,street between main and filmore,,,,,,,
613,1002126,Black River Landing Farmers Market,,,,http://www.lorainportauthority.com,True,Lorain,Ohio,421 black river lane,Lorain,-82.1757,41.4688,0,0,0,0,,,,,,,,,,,May 19 2010 7:36 AM,,421,,,black river,,,,,lane,,
614,1012660,Black Seed Farmers Market,www.facebook.com/blackseedfarmersmarket,,,http://www.blackseedfarmersmarket.com,True,Worcester,Massachusetts,248 mountain east st,Worcester,-71.7738903,42.3154222,1,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7/15/2016 3:22:25 PM,,248,,,mountain,east,,,,st,,
615,1000254,Blacksburg Farmers Market,https://www.facebook.com/blacksburgfarmersmarket,,,http://www.blacksburgfarmersmarket.com,True,Blacksburg,Virginia,108 roanoke west st suite 101,Montgomery,-80.414503,37.229248,1,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3/19/2015 11:19:02 AM,,108,,,roanoke,west,,,,st,,suite 101
616,1002032,Blackstone River State Park Farmers Market,,,,http://www.rigrown.gov,True,Lincoln,Rhode Island,295 north,Providence,-71.4631,41.941,1,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/24/2013 3:08:04 PM,,295,,,,north,,,,,,
617,1003393,Blackwell Farmers Market,,,,,False,Blackwell,Oklahoma,800 main south street,Kay,-97.28256,36.79557,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/26/2012 6:29:07 PM,Local government building grounds,800,,,main,south,,,,street,,
618,1009274,Blackwood Farmers Market,https://www.facebook.com/pages/Blackwood-Farmers-Market/150288411734197,,,http://www.blackwoodfarmersmarket.webs.com/,True,Blackwood,New Jersey,15 black south,,-75.0661,39.8015,1,0,0,0,,,,,,,,,,,2013,,15,,,black,south,,,,,,
619,1001268,Bladen County Farmers Market,,,,,False,Elizabethtown,North Carolina,701 south highway,Bladen,-78.7351,34.4178,0,0,0,0,,,,,,,,,,,2009,,,,,701,,south,,highway,,,
620,1001916,Blair Farmers Market,,,,,False,Blair,Nebraska,103 12th south street,Washington,-96.1296,41.5437,0,0,0,0,,,,,,,,,,,2009,,103,,,12th,south,,,,street,,
621,1012163,Blairstown Farmers Market,https://www.facebook.com/foodshedalliance/,https://twitter.com/FoodshedNJ,,http://BlairstownFarmersMarket.com,True,Blairstown,New Jersey,5 stillwater road,Warren,-74.955689,40.982893,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7/1/2016 8:56:46 AM,,5,,,stillwater,,,,,road,,
622,1001851,Blanchard Farmers Market,https://www.facebook.com/pages/Blanchard-Farmers-Market/124896884245689,,,,True,Blanchard,Oklahoma,,McClain,-97.659273,35.137967,0,1,0,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5/7/2012 10:44:38 AM,Private business parking lot,,,,,,,,,,,
623,1002609,Bland County Farmers Market,https://www.facebook.com/pages/Bland-County-Farmers-Market/105110259527804,,,http://www.bland.org,True,Bland,Virginia,591 main street,Bland,-81.115074,37.100871,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5/12/2014 1:29:09 PM,Local government building grounds,591,,,main,,,,,street,,
624,1010004,Blasdell Farmers Market,https://www.facebook.com/The Blasdell Farmers' Market,,,http://www.hamburg-chamber.org/visit/farmers_market_history.aspx,True,Blasdell,New York,3785 park south avenue,Erie,-78.824204,42.795179,1,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4/22/2014 2:51:39 PM,Private business parking lot,3785,,,park,south,,,,avenue,,
625,1009512,Blendon Township Farmers Market,,,,http://www.localharvest.org/blendon-township-farmers-market-M35245,True,Westerville,Ohio,6350 hempstead south road,,-82.904,40.0968,1,0,0,0,,,,,,,,,,,2013,,6350,,,hempstead,south,,,,road,,
626,1011911,Bliss Farmers Market,,,,,False,Bliss,Michigan,pleasantview sturgeon bay rd rd,Emmet,-84.883123,45.681307,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4/29/2016 12:46:37 AM,,,pleasantview,,sturgeon bay,,,rd,,rd,,
627,1000964,Block Island Farmers Market  Negus Park,,,,http://blockislandfarmersmarket.com/,True,Block Island,Rhode Island,park ocean avenue,Washington,-71.57006,41.176538,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4/29/2014 9:20:25 AM,Local government building grounds,,,,park ocean,,,,,avenue,,
628,1007473,Bloomfield Farmers Market,,,,,False,Bloomfield,Connecticut,800 bloomfield avenue,Hartford,-72.737,41.8299,0,0,0,0,,,,,,,,,,,2009,,800,,,bloomfield,,,,,avenue,,
629,1005232,Bloomfield Farmers Market,,,,,False,Bloomfield,Missouri,704 prairie south st,Stoddard,-89.9298107,36.880682,0,0,0,0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6/5/2012 11:51:52 AM,,704,,,prairie,south,,,,st,,
630,1011829,Bloomfield Saturday Market,https://www.facebook.com/bloomfieldmarket/,twitter.com/bloomfieldmrkt,,http://www.bloomfieldnow.org,True,Pittsburgh,Pennsylvania,5050 liberty ave,Allegheny,-79.944435,40.459005,1,0,0,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/25/2016 1:55:13 PM,,5050,,,liberty,,,,,ave,,
631,1001125,Blooming Prairie Farmers Market,,,,,False,Blooming Prairie,Minnesota,210 4th ne st,Steele,-93.0535,43.8717,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/5/2011 4:45:20 PM,Private business parking lot,210,,,4th,,ne,,,st,,
632,1008070,Bloomingdale Farmers Market,https://www.facebook.com/BloomingdaleFarmersMarket,https://twitter.com/BloomingdaleFM,,,True,Washington,District of Columbia,first,District of Columbia,-77.0121571,38.9126037,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4/5/2014 1:50:09 PM,Closed-off public street,,,,first,,,,,,,
633,1000154,Bloomingrove Produce Auction,,,,,False,Shiloh,Ohio,1091 free rd,Richland,-82.5544,40.9603,0,0,0,0,,,,,,,,,,,2009,,1091,,,free,,,,,rd,,
634,1002254,Bloomington Community Farmers Market,https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110,,,http://www.bloomington.in.gov/farmersmarket,True,Bloomington,Indiana,401 morton north st,Monroe,-86.53614,39.1695,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4/14/2015 4:02:49 PM,,401,,,morton,north,,,,st,,
635,1005945,Bloomington Farmers Market,,,,http://www.BloomingtonMN.gov,True,Bloomington,Minnesota,1800 old shakopee west road,Hennepin,-93.301241,44.825926,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/16/2014 8:47:00 PM,Local government building grounds,1800,,,old shakopee,west,,,,road,,
636,1011784,Bloomington Winter Farmers Market,https://www.facebook.com/Bloomington-Winter-Farmers-Market-205299875349/,,,http://bloomingtonwinterfarmersmarket.com,True,Bloomington,Indiana,909 2nd east street,Monroe,-86.521677,39.1616604,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,9/11/2016 2:40:58 PM,,909,,,2nd,east,,,,street,,
637,1000208,Bloomsburg Farmers Market,,,,http://www.bloomsburgpa.org/bloomsburg-farmers-market,True,Bloomsburg,Pennsylvania,market street,Columbia,-76.457784,41.00246,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6/27/2016 1:24:33 PM,,,,,market,,,,,street,,
638,1002737,Blossom Hill Certified Farmers Market,https://www.Facebook.com/SanJoseFarmersMarket,https://twitter.com/cafarmersmkts,,http://www.cafarmersmkts.com/markets/category/blossom,True,San Jose,California,teresa blvd,Santa Clara,-121.860023,37.256325,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/20/2016 5:31:25 PM,,,,,teresa,,,,,blvd,,
639,1005883,Blount County Farmers Market,,,,http://www.bcoabc.com,True,Oneonta,Alabama,500 new street,Blount,-86.47024043,33.94431867,0,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/31/2014 3:54:26 PM,Other,500,,,new,,,,,street,,
640,1005708,Blountville Farmers Market,,,,,False,Blountville,Tennessee,3258 126 highway,Sullivan,-82.32010833,36.53404722,0,0,0,0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5/7/2012 11:39:02 AM,Local government building grounds,3258,,,126,,,,highway,,,
641,1007661,Blowing Rock Fresh Market,,,,http://www.blowingrock.com/freshmarket.htm,True,Blowing Rock,North Carolina,wallingford street,Watauga County,-81.6799,36.1322,0,0,0,0,,,,,,,,,,,2011,,,,,wallingford,,,,,street,,
642,1008372,Blue Hill Farmers Market,https://www.facebook.com/bluehillfarmersmarket,,,http://www.bluehillfarmersmarket.com,True,Blue Hill,Maine,172 ellsworth road,Hancock,-68.577132,44.427436,1,0,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4/24/2014 3:24:47 PM,Private business parking lot,172,,,ellsworth,,,,,road,,
643,1009271,Blue Moon Acres Farm Market Pennington NJ,,,,http://www.bluemoonacres.net/,True,Pennington,New Jersey,11 willow creek dr,,-74.7885,40.3467,1,0,0,0,,,,,,,,,,,2013,,11,,,willow creek,,,,,dr,,
644,1005223,Blue Springs Farmers Market,https://www.facebook.com/BlueSpringsFarmersMarket,,,http://www.bluespringsfarmersmarket.com,True,Blue Springs,Missouri,11th,Lafayette,-94.2778137,39.0183736,0,0,0,0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6/5/2012 11:56:34 AM,,,,,11th,,,,,,,
645,1003675,Blue Water Farmers Market,,,,,False,St. Clair,Michigan,riverside north street,St. Clair,-82.483,42.8332,0,0,0,0,,,,,,,,,,,2009,,,,,riverside,north,,,,street,,
646,1001063,Bluebird Market,https://www.facebook.com/BluebirdMarket,,,http://www.bluebirdmarket.com,True,Thomaston,Georgia,218 center north st,Upson,-84.3264,32.8906,0,0,0,0,,,,,,,,,,,4/4/2011 3:50:51 PM,Private business parking lot,218,,,center,north,,,,st,,
647,1005436,Bluefield VA Farmers Market,,,,,False,Bluefield,Virginia,walnut street,Tazewell,-81.27162,37.251613,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5/12/2014 1:55:27 PM,Local government building grounds,,,,walnut,,,,,street,,
648,1008177,Bluegrass Farmers Market Inc,https://www.facebook.com/pages/Bluegrass-Farmers-Market/108689732505252,,,http://www.bluegrassfarmersmarket.org/,True,Lexington,Kentucky,1837 plaudit place,Fayette,-84.419562,38.014459,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5/11/2015 11:47:26 AM,,1837,,,plaudit,,,,,place,,
649,1010000,Bluegrass Farmers Market Inc,https://www.facebook.com/pages/Bluegrass-Farmers-Market-at-AZUR-restaurant-and-patio/108689732505252?ref=br_tf,,,http://www.bluegrassfarmersmarket.org,True,Lexington,Kentucky,3070 lakecrest circle,Fayette,-84.555073,38.016553,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5/11/2015 11:50:41 AM,,3070,,,lakecrest,,,,,circle,,
650,1004274,Bluegrass Global Growers Market,https://www.facebook.com/kentuckyRAPP,https://twitter.com/RAPPky,,http://www.americanacc.org,True,Louisville,Kentucky,4801 southside drive,Jefferson,-85.763805,38.178432,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6/10/2013 2:22:37 PM,,4801,,,southside,,,,,drive,,
651,1008789,Bluelicks Farmers Market,,,,,False,Mount Olivet,Kentucky,po box 66 u s 68,Robertson,-83.98544,38.441814,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/24/2014 3:18:34 PM,Federal/State government building grounds,,,,,,,,,,po box 66 u s 68,
652,1005713,Bluffton Farmers Market,,,,,False,Bluffton,Ohio,main street,Allen,-83.8902,40.8879,0,0,0,0,,,,,,,,,,,2009,,,,,main,,,,,street,,
653,1001780,Bluffton Farmers and Artisans Market,https://www.facebook.com/BlufftonIndianaFarmersMarket/,,,,True,Bluffton,Indiana,360 main north street,Wells,-85.17163,40.742723,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 1:45:40 PM,,360,,,main,north,,,,street,,
654,1006960,Blytheville Farmers Market,,,,,False,Blytheville,Arkansas,,Mississippi County,-89.919,35.9273,0,0,0,0,,,,,,,,,,,2011,,,,,,,,,,,,
655,1006643,BMI Farmers Market,http://www.facebook.com/pages/Baltimore-MD/Baltimore-Museum-of-Industry/61070592971,https://twitter.com/BMIatWork,,http://www.thebmi.org/calendar-events/bmi-farmers-market/,True,Baltimore,Maryland,1415 key highway,Baltimore City,-76.600499,39.273976,1,1,1,1,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7/22/2016 11:51:13 AM,,1415,,,key,,,,,highway,,
656,1004074,Boalsburg Farmers Market,https://www.facebook.com/pages/Boalsburg-Farmers-Market/108299077230,,,http://www.boalsburgfarmersmarket.com,True,Boalsburg,Pennsylvania,322 route,Centre,-77.797107,40.780354,1,0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6/27/2016 3:16:49 PM,,,,,322,,,,route,,,
657,1001617,Boaz Farmers Market,,,,,False,Boaz,Alabama,108 line street,Marshall,-86.1621,34.196,0,0,0,0,,,,,,,,,,,2009,,108,,,line,,,,,street,,
658,1000279,Boca Raton Green Market,https://www.facebook.com/bocaratongreenmarket,,,,True,Boca Raton,Florida,400 federal south hwy,Palm Beach,-80.08611,26.345812,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8/5/2014 11:13:57 AM,Private business parking lot,400,,,federal,south,,,,hwy,,
659,1006683,Bogert Farmers Market,https://www.facebook.com/pages/Bogert-Farmers-Market/212101778815402,,,http://www.bogertfarmersmarket.com,True,Bozeman,Montana,,Gallatin,-111.031,45.6752,0,0,0,0,,,,,,,,,,,Apr 19 2010 1:33 PM,,,,,,,,,,,,
660,1010486,Boise Farmers Market,,,,http://www.theboisefarmersmarket.com,True,Boise,Idaho,1080 summer market front west street,Ada,-116.2146068,43.6187102,1,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8/13/2014 3:15:53 AM,Private business parking lot,1080,summer market,,front,west,,,,street,,
661,1002866,Bolan Farmers Market,,,,,False,Bolan,Iowa,,Worth,-93.1185,43.3728,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
662,1005231,Bollinger County Farmers Market,,,,,False,Marble Hill,Missouri,200 34 state hwy,Bollinger,-89.9796801,37.3019525,0,0,0,0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6/5/2012 12:10:03 PM,,200,,,34,,,,state hwy,,,
663,1009168,Bolton Landing Chamber of Commerce Farmers Market,,,,http://www.boltonlandingfarmersmarket.com/boltonlandingfarmersmarket.com/Welcome.html,True,Bolton Landing,New York,7 goodman ave,,-73.6563,43.5564,1,0,0,0,,,,,,,,,,,2013,,7,,,goodman,,,,,ave,,
664,1001513,Bonaparte Farmers Market,,,,,False,Bonaparte,Iowa,1st washington streets,Van Buren,-91.8019,40.6979,0,0,0,0,,,,,,,,,,,2009,,,,,1st washington,,,,,streets,,
665,1009399,Bondurant Farmers Market,,,,http://www.localharvest.org/bondurant-farmers-market-M57024,True,Bondurant,Iowa,101 grant n street,,-93.4632,41.7015,1,0,0,0,,,,,,,,,,,2013,,101,,,grant,,n,,,street,,
666,1010517,Bonita Springs Farmers Market,Facebook.com/BonitaSpringsFarmersMarketPromenade,LocalRootsFM,,http://BuyLocalLee.com,True,Bonita Springs,Florida,26795 bay south drive,Lee,-81.809683,26.349458,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7/11/2016 2:52:26 PM,,26795,,,bay,south,,,,drive,,
